nm_000015.3,M0,3
nm_005502.4,M1,3
nm_005157.6,M2,3
nm_020469.3,M3,3
nm_000665.5,M4,3
nm_001101.5,M5,3
nm_000022.4,M6,3
nm_001124.3,M7,3
nm_001618.4,M8,3
nm_000024.5,M9,3
nm_001136.5,M10,3
nm_000214.3,M11,3
nm_000029.4,M12,3
nm_000685.4,M13,3
nm_001621.5,M14,3
nm_001014431.2,M15,3
nm_000477.7,M16,3
nm_000690.4,M17,3
nm_001353765.1,M18,3
nm_000698.5,M19,3
nm_001146.5,M20,3
nm_000700.3,M21,3
nm_001002857.2,M22,3
nm_001154.4,M23,3
nm_000038.6,M24,3
nm_001244249.2,M25,3
nm_001167.3,M26,3
nm_001012270.2,M27,3
nm_000039.2,M28,3
nm_000384.3,M29,3
nm_000041.4,M30,3
nm_000484.4,M31,3
nm_000485.3,M32,3
nm_000043.6,M33,3
nm_000639.3,M34,3
nm_000044.6,M35,3
nm_000351.6,M36,3
nm_000051.3,M37,3
nm_001184.4,M38,3
nm_000489.5,M39,3
nm_000490.5,M40,3
nm_004048.3,M41,3
nm_001291428.2,M42,3
nm_053056.2,M43,3
nm_000633.2,M44,3
nm_001191.4,M45,3
nm_001130845.2,M46,3
nm_004327.4,M47,3
nm_001143805.1,M48,3
nm_005180.9,M49,3
nm_001200.4,M50,3
nm_001202.6,M51,3
nm_007294.3,M52,3
nm_001354609.2,M53,3
nm_000059.3,M54,3
nm_001322243.2,M55,3
nm_000064.4,M56,3
nm_001033952.2,M57,3
nm_001166106.1,M58,3
nm_001305624.1,M59,3
nm_001329921.1,M60,3
nm_004343.3,M61,3
nm_001223.5,M62,3
nm_001354777.1,M63,3
nm_001080124.2,M64,3
nm_000388.4,M65,3
nm_001752.4,M66,3
nm_001172895.1,M67,3
nm_001015051.3,M68,3
nm_001001890.3,M69,3
nm_001031680.2,M70,3
nm_000591.4,M71,3
nm_001178098.2,M72,3
nm_021950.3,M73,3
nm_001243077.2,M74,3
nm_001250.6,M75,3
nm_000074.2,M76,3
nm_000610.4,M77,3
nm_001040059.2,M78,3
nm_001317184.2,M79,3
nm_001290230.2,M80,3
nm_000075.4,M81,3
nm_000389.5,M82,3
nm_004064.4,M83,3
nm_000076.2,M84,3
nm_000077.4,M85,3
nm_004936.4,M86,3
nm_000492.3,M87,3
nm_001831.4,M88,3
nm_001301714.2,M89,3
nm_000392.5,M90,3
nm_001160226.3,M91,3
nm_000088.3,M92,3
nm_001844.5,M93,3
nm_000754.3,M94,3
nm_004074.3,M95,3
nm_000096.4,M96,3
nm_001320793.2,M97,3
nm_001079846.1,M98,3
nm_000756.4,M99,3
nm_005206.5,M100,3
nm_000567.3,M101,3
nm_001315.2,M102,3
nm_000758.4,M103,3
nm_000759.4,M104,3
nm_000099.4,M105,3
nm_001037631.3,M106,3
nm_001098209.2,M107,3
nm_001317237.2,M108,3
nm_001171171.1,M109,3
nm_000499.5,M110,3
nm_000104.3,M111,3
nm_000767.5,M112,3
nm_000106.6,M113,3
nm_000773.4,M114,3
nm_001202855.3,M115,3
nm_000102.4,M116,3
nm_000103.4,M117,3
nm_000789.4,M118,3
nm_001195053.1,M119,3
nm_001330575.1,M120,3
nm_000903.3,M121,3
nm_000109.4,M122,3
nm_001130823.3,M123,3
nm_001207055.2,M124,3
nm_000795.4,M125,3
nm_005225.3,M126,3
nm_001168319.2,M127,3
nm_001166055.1,M128,3
nm_000115.5,M129,3
nm_001178130.3,M130,3
nm_001346897.2,M131,3
nm_001964.3,M132,3
nm_000501.4,M133,3
nm_000118.3,M134,3
nm_001362843.2,M135,3
nm_001309192.2,M136,3
nm_000799.4,M137,3
nm_001005862.2,M138,3
nm_001005915.1,M139,3
nm_001042599.1,M140,3
nm_001166049.2,M141,3
nm_000400.3,M142,3
nm_000125.3,M143,3
nm_001040275.1,M144,3
nm_001203247.2,M145,3
nm_000506.4,M146,3
nm_001311313.2,M147,3
nm_001178096.1,M148,3
nm_000130.4,M149,3
nm_000138.4,M150,3
nm_001361665.2,M151,3
nm_001174063.2,M152,3
nm_000142.4,M153,3
nm_000141.4,M154,3
nm_001166243.3,M155,3
nm_001243088.1,M156,3
nm_002015.4,M157,3
nm_001455.4,M158,3
nm_001110556.2,M159,3
nm_001159920.2,M160,3
nm_001185075.1,M161,3
nm_001306129.1,M162,3
nm_005252.4,M163,3
nm_004958.4,M164,3
nm_000402.4,M165,3
nm_001197297.2,M166,3
nm_001256799.3,M167,3
nm_001002295.2,M168,3
nm_001308093.1,M169,3
nm_000514.4,M170,3
nm_001131019.3,M171,3
nm_000515.5,M172,3
nm_000165.5,M173,3
nm_004004.6,M174,3
nm_000404.4,M175,3
nm_001160045.1,M176,3
nm_000168.6,M177,3
nm_000516.6,M178,3
nm_001142797.2,M179,3
nm_000581.4,M180,3
nm_001012479.1,M181,3
nm_000176.3,M182,3
nm_001146156.2,M183,3
nm_000177.5,M184,3
nm_000561.4,M185,3
nm_000852.3,M186,3
nm_000853.3,M187,3
nm_000179.2,M188,3
nm_000186.3,M189,3
nm_000410.3,M190,3
nm_000601.6,M191,3
nm_001243084.1,M192,3
nm_001242758.1,M193,3
nm_005514.8,M194,3
nm_001243042.1,M195,3
nm_002121.6,M196,3
nm_001243961.2,M197,3
nm_001243965.1,M198,3
nm_001313892.1,M199,3
nm_002133.3,M200,3
nm_000457.4,M201,3
nm_001126102.2,M202,3
nm_001130442.2,M203,3
nm_005524.4,M204,3
nm_002154.4,M205,3
nm_005347.5,M206,3
nm_001540.5,M207,3
nm_001017963.3,M208,3
nm_002156.5,M209,3
nm_001291860.2,M210,3
nm_000621.4,M211,3
nm_002160.4,M212,3
nm_000201.3,M213,3
nm_001282386.1,M214,3
nm_001289910.1,M215,3
nm_001130080.3,M216,3
nm_024013.3,M217,3
nm_000605.4,M218,3
nm_002176.4,M219,3
nm_000619.3,M220,3
nm_000618.5,M221,3
nm_000875.5,M222,3
nm_000612.6,M223,3
nm_000598.5,M224,3
nm_000575.4,M225,3
nm_000576.3,M226,3
nm_000577.5,M227,3
nm_000586.3,M228,3
nm_000417.2,M229,3
nm_000589.4,M230,3
nm_000879.3,M231,3
nm_000600.5,M232,3
nm_000565.4,M233,3
nm_000584.4,M234,3
nm_001168298.2,M235,3
nm_000572.3,M236,3
nm_001354991.2,M237,3
nm_000585.5,M238,3
nm_002190.3,M239,3
nm_001243211.2,M240,3
nm_001565.4,M241,3
nm_000207.3,M242,3
nm_000208.4,M243,3
nm_000632.4,M244,3
nm_000211.5,M245,3
nm_001322194.1,M246,3
nm_002228.4,M247,3
nm_002253.3,M248,3
nm_000222.2,M249,3
nm_001369786.1,M250,3
nm_000425.5,M251,3
nm_005562.3,M252,3
nm_001145454.3,M253,3
nm_005564.5,M254,3
nm_000527.4,M255,3
nm_000230.3,M256,3
nm_001003679.3,M257,3
nm_001177388.1,M258,3
nm_001257374.3,M259,3
nm_001178102.2,M260,3
nm_005577.3,M261,3
nm_000595.4,M262,3
nm_002354.2,M263,3
nm_001003652.4,M264,3
nm_001145102.1,M265,3
nm_005359.5,M266,3
nm_000240.3,M267,3
nm_001123066.3,M268,3
nm_000242.2,M269,3
nm_001197320.1,M270,3
nm_001145336.1,M271,3
nm_001110792.2,M272,3
nm_000243.2,M273,3
nm_000244.3,M274,3
nm_000245.4,M275,3
nm_000899.5,M276,3
nm_002412.5,M277,3
nm_002415.2,M278,3
nm_001145966.2,M279,3
nm_000249.3,M280,3
nm_001197104.1,M281,3
nm_000902.4,M282,3
nm_001145938.2,M283,3
nm_001127891.2,M284,3
nm_002422.5,M285,3
nm_002423.5,M286,3
nm_004994.3,M287,3
nm_004995.4,M288,3
nm_000250.2,M289,3
nm_004996.4,M290,3
nm_000251.2,M291,3
nm_001330358.1,M292,3
nm_000254.2,M293,3
nm_001018016.3,M294,3
nm_001354870.1,M295,3
nm_001293228.2,M296,3
nm_001172566.2,M297,3
nm_000615.7,M298,3
nm_000267.3,M299,3
nm_001145412.3,M300,3
nm_001165412.2,M301,3
nm_002506.2,M302,3
nm_000269.2,M303,3
nm_000620.5,M304,3
nm_000625.4,M305,3
nm_000603.5,M306,3
nm_017617.5,M307,3
nm_000905.4,M308,3
nm_001200001.1,M309,3
nm_000435.3,M310,3
nm_001037738.3,M311,3
nm_002524.5,M312,3
nm_001007792.1,M313,3
nm_001354648.1,M314,3
nm_002546.4,M315,3
nm_000914.4,M316,3
nm_000602.4,M317,3
nm_004562.3,M318,3
nm_000280.4,M319,3
nm_002592.2,M320,3
nm_001347827.2,M321,3
nm_001355016.2,M322,3
nm_000442.5,M323,3
nm_000927.4,M324,3
nm_000295.5,M325,3
nm_006218.4,M326,3
nm_001256045.1,M327,3
nm_001350234.2,M328,3
nm_001282426.2,M329,3
nm_000930.5,M330,3
nm_001145031.2,M331,3
nm_000301.3,M332,3
nm_001126131.2,M333,3
nm_000939.4,M334,3
nm_000446.7,M335,3
nm_001173531.2,M336,3
nm_001001928.3,M337,3
nm_001330615.1,M338,3
nm_001083116.3,M339,3
nm_001276289.1,M340,3
nm_002745.4,M341,3
nm_001040056.3,M342,3
nm_001278547.1,M343,3
nm_002755.3,M344,3
nm_001297555.2,M345,3
nm_000948.6,M346,3
nm_000311.5,M347,3
nm_000021.4,M348,3
nm_000264.4,M349,3
nm_000314.7,M350,3
nm_000315.4,M351,3
nm_000962.4,M352,3
nm_000963.4,M353,3
nm_002820.2,M354,3
nm_001330437.1,M355,3
nm_001267798.2,M356,3
nm_006908.5,M357,3
nm_001354689.2,M358,3
nm_000321.2,M359,3
nm_001145138.2,M360,3
nm_000537.4,M361,3
nm_000323.2,M362,3
nm_002944.2,M363,3
nm_000329.3,M364,3
nm_002961.3,M365,3
nm_001319196.1,M366,3
nm_006272.3,M367,3
nm_002982.4,M368,3
nm_001278736.2,M369,3
nm_000609.7,M370,3
nm_001276503.2,M371,3
nm_000450.2,M372,3
nm_003012.5,M373,3
nm_000193.4,M374,3
nm_006516.3,M375,3
nm_001044.5,M376,3
nm_001045.6,M377,3
nm_021977.4,M378,3
nm_000454.4,M379,3
nm_000636.4,M380,3
nm_003106.4,M381,3
nm_000346.4,M382,3
nm_001309443.2,M383,3
nm_000582.2,M384,3
nm_003140.3,M385,3
nm_001048.4,M386,3
nm_007315.3,M387,3
nm_001369512.1,M388,3
nm_001288718.1,M389,3
nm_012448.3,M390,3
nm_000455.4,M391,3
nm_003182.3,M392,3
nm_005992.1,M393,3
nm_001083962.2,M394,3
nm_001193376.2,M395,3
nm_001128148.3,M396,3
nm_001099691.3,M397,3
nm_000660.7,M398,3
nm_001135599.3,M399,3
nm_001130916.3,M400,3
nm_001024847.2,M401,3
nm_001323316.2,M402,3
nm_000360.4,M403,3
nm_003246.4,M404,3
nm_003254.3,M405,3
nm_000362.4,M406,3
nm_001318787.2,M407,3
nm_003265.2,M408,3
nm_003266.4,M409,3
nm_000594.4,M410,3
nm_001065.3,M411,3
nm_001066.3,M412,3
nm_000546.5,M413,3
nm_001126240.3,M414,3
nm_000368.4,M415,3
nm_000548.5,M416,3
nm_000371.3,M417,3
nm_000474.4,M418,3
nm_001071.4,M419,3
nm_001078.4,M420,3
nm_000376.3,M421,3
nm_001025366.3,M422,3
nm_000551.3,M423,3
nm_003380.5,M424,3
nm_000552.4,M425,3
nm_001256105.1,M426,3
nm_000378.6,M427,3
nm_006297.2,M428,3
nm_001008540.2,M429,3
nm_001015886.1,M430,3
nm_004656.4,M431,3
nm_001004426.2,M432,3
nm_001114978.2,M433,3
nm_003745.1,M434,3
nm_001313998.2,M435,3
nm_001190942.2,M436,3
nm_001145847.2,M437,3
nm_003889.3,M438,3
nm_001142298.2,M439,3
nm_006308.3,M440,3
nm_003955.4,M441,3
nm_001314052.2,M442,3
nm_004795.4,M443,3
nm_001177800.2,M444,3
nm_001257386.2,M445,3
nm_004864.4,M446,3
nm_001349828.2,M447,3
nm_001098540.3,M448,3
nm_001330751.2,M449,3
nm_001206957.1,M450,3
nm_001005735.2,M451,3
nm_012242.4,M452,3
nm_001195573.1,M453,3
nm_001142498.1,M454,3
nm_001193431.2,M455,3
nm_014485.3,M456,3
nm_001349370.2,M457,3
nm_001267706.1,M458,3
nm_001114377.2,M459,3
nm_001291997.2,M460,3
nm_017442.3,M461,3
nm_000463.2,M462,3
nm_001127208.2,M463,3
nm_001047841.1,M464,3
nm_001330343.2,M465,3
nm_021175.4,M466,3
nm_001293557.2,M467,3
nm_001184985.1,M468,3
nm_001256442.2,M469,3
nm_001079821.2,M470,3
nm_001123041.2,M471,3
nm_000247.3,M472,3
nm_007360.4,M473,3
nm_001009984.2,M474,3
nm_001185059.2,M475,3
nm_024514.4,M476,3
nm_001078174.1,M477,3
nm_001017534.2,M478,3
nm_001270927.2,M479,3
nm_021798.4,M480,3
nm_001291695.1,M481,3
nm_001289160.1,M482,3
nm_001032409.3,M483,3
nm_001261825.1,M484,3
nm_001242524.2,M485,3
nm_004212.4,M486,3
nm_001099646.2,M487,3
nm_000777.5,M488,3
nm_006446.5,M489,3
nm_000386.4,M490,3
nm_001080463.2,M491,3
nm_001067.4,M492,3
nm_003061.3,M493,3
nm_001068.3,M494,3
nm_001144070.2,M495,3
nm_001130145.3,M496,3
nm_001040661.2,M497,3
nm_000458.4,M498,3
nm_000525.3,M499,3
nm_021251.3,M500,3
nm_033225.6,M501,3
nm_001144829.2,M502,3
nm_001204197.1,M503,3
nm_006252.4,M504,3
nm_006253.5,M505,3
nm_005399.5,M506,3
nm_001206709.2,M507,3
nm_001040633.1,M508,3
nm_017431.3,M509,3
nm_015629.4,M510,3
nm_000340.2,M511,3
nm_001304803.1,M512,3
nm_025243.4,M513,3
nm_001127445.1,M514,3
nm_005669.5,M515,3
nm_001113498.2,M516,3
nm_000761.5,M517,3
nm_000796.5,M518,3
nm_000863.2,M519,3
nm_000872.5,M520,3
nm_001204193.1,M521,3
nm_000762.6,M522,3
nm_000770.3,M523,3
nm_000771.4,M524,3
nm_000069.3,M525,3
nm_001082.5,M526,3
nm_000673.4,M527,3
nm_001282692.1,M528,3
nm_000769.4,M529,3
nm_000488.3,M530,3
nm_001074.4,M531,3
nm_019093.2,M532,3
nm_007120.3,M533,3
nm_001072.4,M534,3
nm_001076.4,M535,3
nm_021027.3,M536,3
nm_001311193.2,M537,3
nm_000775.4,M538,3
nm_002660.3,M539,3
nm_001270949.1,M540,3
nm_005921.2,M541,3
nm_173481.4,M542,3
nm_001080448.3,M543,3
nm_001304480.1,M544,3
nm_001069.3,M545,3
nm_001080394.4,M546,3
nm_001076552.2,M547,3
nm_001308152.2,M548,3
nm_001236.4,M549,3
nm_001271534.3,M550,3
nm_001276336.1,M551,3
nm_001281765.2,M552,3
nm_001256295.2,M553,3
nm_001136219.2,M554,3
nm_002028.4,M555,3
nm_017412.4,M556,3
nm_001349920.2,M557,3
nm_001013836.2,M558,3
nm_033034.3,M559,3
nm_001317799.2,M560,3
nm_145702.3,M561,3
nm_002386.3,M562,3
nm_001043.3,M563,3
nm_030768.3,M564,3
nm_001146312.2,M565,3
nm_001080.3,M566,3
nm_000909.6,M567,3
nm_001308176.2,M568,3
nm_001882.4,M569,3
nm_004075.5,M570,3
nm_002240.5,M571,3
nm_001317091.1,M572,3
nm_001007097.3,M573,3
nm_000941.3,M574,3
nm_002986.3,M575,3
nm_000540.2,M576,3
nm_003058.4,M577,3
nm_003878.3,M578,3
nm_001301188.1,M579,3
nm_000710.4,M580,3
nm_001135057.3,M581,3
nm_001135731.2,M582,3
nm_001318467.2,M583,3
nm_000683.4,M584,3
nm_018242.3,M585,3
nm_019075.2,M586,3
nm_173353.4,M587,3
nm_000895.3,M588,3
nm_001322284.1,M589,3
nm_001300980.1,M590,3
nm_001082533.1,M591,3
nm_001320801.1,M592,3
nm_138426.4,M593,3
nm_024091.4,M594,3
nm_001130107.1,M595,3
nm_004915.3,M596,3
nm_001897.5,M597,3
nm_001364440.2,M598,3
nm_001205206.3,M599,3
nm_006788.4,M600,3
nm_001195303.3,M601,3
nm_001281786.1,M602,3
nm_000373.4,M603,3
nm_001100118.2,M604,3
nm_001023587.3,M605,3
nm_001040142.2,M606,3
nm_000662.8,M607,3
nm_001330264.1,M608,3
nm_006078.4,M609,3
nm_001201474.1,M610,3
nm_000219.6,M611,3
nm_000025.3,M612,3
nm_000791.4,M613,3
nm_000746.6,M614,3
nm_005400.3,M615,3
nm_030662.3,M616,3
nm_001013703.4,M617,3
nm_001002294.3,M618,3
nm_019078.1,M619,3
nm_005308.3,M620,3
nm_001080471.1,M621,3
nm_000569.7,M622,3
nm_001291866.2,M623,3
nm_000312.3,M624,3
nm_000313.3,M625,3
nm_000787.4,M626,3
nm_003057.3,M627,3
nm_004119.2,M628,3
nm_000531.6,M629,3
nm_000579.3,M630,3
nm_000911.4,M631,3
nm_004551.3,M632,3
nm_001172811.2,M633,3
nm_001362950.1,M634,3
nm_001297590.2,M635,3
nm_003486.7,M636,3
nm_000788.3,M637,3
nm_001136140.2,M638,3
nm_001018137.3,M639,3
nm_020244.3,M640,3
nm_001252377.1,M641,3
nm_001312673.2,M642,3
nm_001184917.3,M643,3
nm_000291.4,M644,3
nm_001105515.3,M645,3
nm_001114396.2,M646,3
nm_001098725.2,M647,3
nm_000882.4,M648,3
nm_000335.4,M649,3
nm_001330345.2,M650,3
nm_000679.4,M651,3
nm_001276326.2,M652,3
nm_004256.4,M653,3
nm_001307985.2,M654,3
nm_004790.5,M655,3
nm_001001290.1,M656,3
nm_001297571.2,M657,3
nm_001039.4,M658,3
nm_001119.5,M659,3
nm_000339.3,M660,3
nm_001098486.2,M661,3
nm_001297419.1,M662,3
nm_001033.5,M663,3
nm_001034.4,M664,3
nm_032526.2,M665,3
nm_001172477.1,M666,3
nm_001135659.2,M667,3
nm_016280.1,M668,3
nm_001002912.5,M669,3
nm_002062.5,M670,3
nm_001284342.3,M671,3
nm_001818.4,M672,3
